"ID","Player","Team","Position","RkOv","Status","Opponent","Salary","FPts","FP/G","%D","ADP","Ros","GP","Min","G","A2","KP","AT","SOP","TLM","Tu","ErS","ErG","YC","SYC","RC","RCR","HB","Pen","Off","SFTP","AC","Int","CLO","CLR","CoSF","BC","BS","TkW+BS","DW","AER","BCC","BCM","BR","FKG","SBON","PKM","PKD","OG","GAO","CS"
"*05uor*","Yoane Wissa","BRF","F","105","FA","@NOT Sun 1:00PM","9,200","146.84","3.86","100","29.6","100%","38","1,561","7","0","13","4","1","0","41","0","0","3","0","0","0","1","0","19","124","0","6","0","14","46","1","0","12","87","24","3","3","69","0","22","0","1","0","17","7"
"*02y6o*","Nathan Ake","MCI","D","106","FA","@WOL Sat 4:30PM","4,900","146.82","5.65","3","394.7","4%","26","1,869","1","0","9","0","2","0","16","0","0","2","0","0","0","1","0","1","298","1","20","0","47","17","1","10","22","79","36","2","1","96","0","4","0","0","0","15","9"
"*063e7*","Marcos Senesi","BOU","D","107","FA","@LIV Fri 7:00PM","5,500","146.69","4.73","48","146.9","51%","31","2,487","2","0","5","0","0","0","15","2","0","7","0","0","0","0","2","0","110","2","43","0","140","21","6","20","55","97","27","1","1","168","0","2","0","0","0","55","5"
"*02lkp*","Raheem Sterling","CHE","F","108","FA","CRY Sun 1:00PM","3,000","146.46","5.23","8","319.1","6%","28","1,884","6","0","34","4","2","0","46","0","0","4","0","0","0","0","0","11","236","10","2","0","3","71","2","0","10","94","5","7","8","66","0","5","0","0","0","27","5"
"*061ve*","Ryan Christie","BOU","M","109","FA","@LIV Fri 7:00PM","7,700","146.32","4.57","50","135","63%","32","1,816","1","0","30","2","1","0","49","0","0","2","0","0","0","0","0","1","175","11","26","0","16","82","4","4","26","132","16","1","1","132","0","10","0","0","0","35","3"
"*05unu*","Romeo Lavia","CHE","M","110","FA","CRY Sun 1:00PM","3,700","146.11","5.04","2","497.1","3%","29","2,217","1","1","16","1","0","0","24","0","1","9","0","0","0","1","0","0","189","2","33","0","23","76","0","11","46","143","8","0","0","187","0","3","0","1","0","50","4"
"*05mzz*","Pascal Struijk","LEE","D","111","FA","EVE Mon 7:00PM","2,000","146.02","5.04","4","374.2","4%","29","2,196","2","0","14","2","0","0","25","0","1","5","0","0","0","1","2","0","225","5","32","1","64","21","6","12","69","165","60","2","1","139","0","3","0","0","0","52","4"
"*04gw7*","Jadon Sancho","MUN","M","112","FA","ARS Sun 3:30PM","6,400","145.58","5.6","0","-","2%","26","1,678","6","0","44","3","0","0","50","0","0","0","0","0","0","0","0","8","329","3","7","0","5","44","1","2","12","62","2","6","2","109","0","5","0","0","0","18","13"
"*061xw*","Joe Worrall","BUR","D","113","FA","@TOT Sat 2:00PM","2,000","145.48","4.85","0","-","0%","30","2,206","1","0","5","0","0","1","6","1","0","6","0","0","0","0","2","0","102","0","26","2","108","7","3","23","48","115","55","1","0","123","0","9","0","0","0","44","5"
"*05uns*","Leon Bailey","AVL","M","114","FA","NEW Sat 11:30AM","4,500","144.89","4.39","3","363.4","2%","33","1,955","4","1","30","5","2","0","48","0","0","4","0","0","0","0","1","9","133","23","6","0","11","63","1","0","6","101","24","8","4","72","0","7","0","0","0","32","8"
"*02lp5*","Adam Smith","BOU","D","115","FA","@LIV Fri 7:00PM","5,100","143.61","3.88","0","-","1%","37","2,937","0","0","16","1","0","1","21","1","0","11","0","0","0","3","1","0","154","19","25","0","68","33","13","13","42","111","29","2","2","128","0","3","0","0","0","58","7"
"*05omu*","Ruben Dias","MCI","D","116","FA","@WOL Sat 4:30PM","7,200","142.78","5.49","33","126.6","47%","26","1,993","0","0","3","0","0","1","1","1","0","3","0","0","0","1","0","0","179","0","18","1","54","15","2","13","26","80","44","1","3","99","0","4","0","0","0","16","9"
"*03u2b*","Adama Traore","FUL","F","117","FA","@BHA Sat 2:00PM","6,600","142.63","4.2","59","148.8","53%","34","1,460","2","0","24","4","0","0","59","0","0","2","0","0","0","0","0","7","146","20","3","0","17","83","0","1","8","136","39","4","0","66","0","22","0","0","0","30","2"
"*061x2*","Darwin Nunez","LIV","F","118","FA","BOU Fri 7:00PM","4,900","141.45","4.88","24","179.5","20%","29","1,675","9","0","28","5","4","0","41","0","0","1","0","1","0","3","0","17","130","1","3","0","12","35","1","0","5","82","36","11","20","44","0","10","0","1","0","22","7"
"*056ir*","Adam Webster","BHA","D","119","FA","FUL Sat 2:00PM","5,200","141.03","5.22","0","-","0%","27","1,981","0","0","6","0","0","1","11","3","1","2","0","0","0","0","0","1","167","1","19","0","51","9","4","19","31","91","60","1","2","143","0","4","0","0","1","27","9"
"*02lnx*","Danny Welbeck","BHA","F","120","FA","FUL Sat 2:00PM","6,900","139.57","4.5","64","124.3","77%","31","1,833","6","0","30","5","1","0","60","0","0","0","0","0","0","1","0","5","187","0","5","0","20","40","0","2","9","87","32","8","10","37","0","10","0","1","0","28","6"
"*062h7*","Tyler Adams","BOU","M","121","FA","@LIV Fri 7:00PM","6,500","139.38","5.81","3","437.7","4%","24","2,156","0","0","24","0","0","0","28","0","0","4","1","1","0","2","0","1","242","0","35","1","25","29","4","8","54","143","26","1","0","199","0","0","0","0","0","36","5"
"*05w9i*","Marc Cucurella","CHE","D","123","FA","CRY Sun 1:00PM","8,500","139.22","5.8","100","76","100%","24","1,663","0","0","11","2","0","1","14","0","1","4","0","0","0","0","0","1","222","12","16","1","37","26","11","8","41","108","16","2","0","120","0","3","0","0","0","20","6"
"*04qos*","Issa Diop","FUL","D","124","FA","@BHA Sat 2:00PM","4,100","137.07","5.48","0","-","1%","25","2,003","1","0","2","0","0","0","10","0","0","2","0","0","0","1","2","3","82","0","35","0","86","11","0","17","36","72","33","1","0","116","0","4","0","0","0","26","7"
"*052cd*","Mason Mount","MUN","M","125","FA","ARS Sun 3:30PM","2,900","136.54","5.69","21","234.7","12%","24","1,640","3","0","30","4","0","0","36","0","0","4","0","0","0","0","0","1","248","15","8","1","6","43","3","6","25","85","9","3","0","85","1","4","0","0","0","21","8"
"*067yv*","Cody Gakpo","LIV","F","126","FA","BOU Fri 7:00PM","7,700","133.26","6.35","100","57.8","99%","21","1,450","7","0","23","3","0","0","43","0","0","0","0","0","0","2","0","8","137","1","4","1","2","56","0","1","16","108","26","4","6","57","0","4","0","1","0","19","6"
"*02yl5*","John Stones","MCI","D","127","FA","@WOL Sat 4:30PM","3,700","132.39","5.76","4","461.3","4%","23","1,842","2","0","8","2","1","1","8","0","0","2","0","0","0","0","0","1","220","0","9","0","38","14","2","10","23","70","33","2","2","90","0","2","0","0","1","17","7"
"*0646f*","Alexander Isak","NEW","F","128","FA","@AVL Sat 11:30AM","10,300","131.8","5.99","100","6.4","100%","22","1,508","10","0","16","2","1","0","39","0","0","3","0","0","0","0","1","5","158","1","4","0","8","47","0","2","10","87","23","2","5","38","0","5","0","1","0","20","4"
"*03vll*","Michail Antonio","WHU","F","129","FA","@SUN Sat 2:00PM","4,200","130.45","3.95","2","520.1","2%","33","1,805","5","0","15","3","2","0","76","0","0","2","0","0","0","5","1","12","80","5","5","1","9","70","0","5","12","134","50","2","7","43","0","12","0","0","0","29","5"
"*04xjr*","Harvey Elliott","LIV","M","130","FA","BOU Fri 7:00PM","3,300","130.27","4.07","29","153.8","38%","32","1,588","1","1","26","2","0","0","26","0","0","2","0","0","0","2","0","2","292","6","15","0","6","44","2","1","19","75","4","7","1","122","0","14","0","0","0","20","5"
"*05ylw*","Rodrigo Bentancur","TOT","M","131","FA","BUR Sat 2:00PM","5,600","128.9","7.16","11","307.6","12%","18","1,496","5","0","11","2","0","0","22","0","0","8","0","0","0","0","0","0","131","4","20","1","21","29","1","15","43","89","15","0","1","128","0","1","0","0","0","24","6"
"*0649i*","Antony","MUN","M","132","FA","ARS Sun 3:30PM","2,500","128.41","5.14","0","1125","1%","25","1,798","4","1","28","2","2","0","37","0","0","5","0","0","0","0","0","2","330","3","11","0","2","56","4","0","9","83","5","2","4","99","0","2","0","0","0","21","12"
"*03yeg*","Tosin Adarabioyo","CHE","D","133","FA","CRY Sun 1:00PM","6,600","128.06","5.12","4","431.1","4%","25","2,083","1","0","6","0","0","1","4","1","0","4","0","0","0","1","0","3","110","1","26","0","138","10","2","15","28","99","59","0","0","110","0","2","0","0","0","39","3"
"*02lp9*","Kyle Walker","BUR","D","134","FA","@TOT Sat 2:00PM","3,700","127.65","4.73","15","260.1","12%","27","1,949","0","0","6","0","0","0","14","0","0","3","0","0","0","1","0","0","364","4","18","0","22","23","0","2","11","59","23","0","1","124","0","5","0","0","0","20","7"
"*05rl4*","Crysencio Summerville","WHU","M","135","FA","@SUN Sat 2:00PM","4,000","125.83","4.49","43","150.6","45%","28","1,393","4","0","16","4","0","0","45","0","0","4","0","0","0","1","0","8","144","2","13","0","8","65","3","2","22","100","5","2","2","90","0","16","0","1","0","38","1"
"*062og*","Aaron Hickey","BRF","D","136","FA","@NOT Sun 1:00PM","2,000","124.26","4.78","0","-","1%","26","1,913","0","0","6","3","0","0","16","1","0","7","0","0","0","2","1","1","145","4","17","0","21","52","11","7","33","104","14","1","0","111","0","3","0","0","0","30","5"
"*03r93*","Joseph Gomez","LIV","D","137","FA","BOU Fri 7:00PM","4,100","122.66","5.84","0","-","1%","21","1,456","0","0","1","0","0","0","13","1","1","3","0","0","0","0","1","1","153","0","24","0","47","8","4","11","32","82","46","0","0","126","0","6","0","0","0","16","8"
"*02lpl*","Seamus Coleman","EVE","D","138","FA","@LEE Mon 7:00PM","2,400","121.69","5.29","0","-","1%","23","1,650","1","0","4","0","0","0","30","1","1","1","0","0","0","0","0","2","108","9","22","0","45","37","13","7","33","90","18","4","0","100","0","3","0","0","0","25","5"
"*03v6t*","Ben Chilwell","CHE","D","139","FA","CRY Sun 1:00PM","3,900","121.2","5.27","6","353.1","4%","23","1,397","2","0","21","3","1","0","25","0","0","3","0","0","0","1","0","3","177","24","18","0","23","31","3","2","19","77","26","1","2","68","0","8","0","1","0","19","4"
"*05w9q*","Odsonne Edouard","CRY","F","140","FA","@CHE Sun 1:00PM","2,000","121.09","3.46","0","-","1%","35","1,772","5","0","17","2","0","0","60","0","0","3","0","0","0","2","0","13","120","0","3","0","22","33","0","5","18","99","41","1","4","55","0","15","0","0","0","25","5"
"*04rzl*","Taiwo Awoniyi","NOT","F","141","FA","BRF Sun 1:00PM","2,700","120.59","4.47","2","544.1","2%","27","1,384","10","0","10","1","2","0","68","0","0","2","0","0","0","1","0","15","62","0","4","0","20","26","0","4","14","63","20","1","8","56","0","10","0","0","0","29","5"
"*03am7*","Jacob Murphy","NEW","M","142","FA","@AVL Sat 11:30AM","9,100","120.06","3.34","100","83.3","97%","36","1,210","4","1","19","2","2","0","17","0","0","0","0","0","0","0","0","2","137","11","7","0","2","28","1","0","7","46","3","3","1","69","0","22","0","0","0","12","3"
"*04adp*","Aaron Wan-Bissaka","WHU","D","143","FA","@SUN Sat 2:00PM","9,500","119.63","6.3","100","54.9","99%","19","1,429","0","0","15","0","0","1","14","0","0","2","0","0","0","0","0","0","190","3","22","0","35","19","6","8","33","72","13","1","2","73","0","3","0","0","0","10","8"
"*061y6*","Ryan Yates","NOT","M","144","FA","BRF Sun 1:00PM","6,400","118.94","4.57","0","-","1%","26","1,830","0","0","7","3","0","0","18","0","0","5","0","0","0","4","0","1","83","1","10","0","44","58","0","8","27","125","31","2","1","111","0","5","0","1","0","36","5"
"*0687b*","Alex Moreno","AVL","D","146","FA","NEW Sat 11:30AM","5,300","117.92","6.21","0","-","2%","19","1,322","0","0","22","3","1","0","38","1","1","3","0","0","0","0","0","0","101","15","7","1","30","34","7","3","17","66","9","2","0","69","0","5","0","0","0","10","7"
"*05o4b*","Matty Cash","AVL","D","147","FA","NEW Sat 11:30AM","6,600","117.39","4.52","11","317.3","10%","26","1,811","0","0","8","2","0","0","24","0","0","4","0","0","0","2","1","2","134","12","26","0","37","31","6","5","37","98","12","0","0","108","0","6","0","0","0","29","4"
"*064a0*","Wilfried Gnonto","LEE","F","148","FA","EVE Mon 7:00PM","2,000","116.32","4.85","50","137.4","58%","24","1,334","2","1","22","4","0","0","30","0","0","7","0","0","0","0","0","3","168","8","5","0","3","60","4","1","18","95","8","3","1","82","0","10","0","0","0","28","4"
"*04u41*","Mateo Kovacic","MCI","M","149","FA","@WOL Sat 4:30PM","7,700","116.1","4.3","0","-","2%","27","1,691","1","0","23","2","0","0","26","0","0","8","0","0","0","1","0","0","296","1","19","0","16","31","0","1","25","77","10","4","2","121","0","10","0","0","0","25","4"
"*062ft*","Tyrell Malacia","MUN","D","150","FA","ARS Sun 3:30PM","2,000","114.81","5.22","0","-","0%","22","1,384","0","0","9","0","0","0","17","0","0","6","0","0","0","1","0","3","161","3","25","0","44","19","5","3","36","73","8","1","0","90","0","8","0","0","0","14","7"
"*04mdn*","Anthony Gordon","NEW","M","151","FA","@AVL Sat 11:30AM","7,900","113.5","3.55","100","25.3","100%","32","1,553","4","0","14","0","1","0","51","1","0","7","0","0","0","0","0","4","133","5","6","0","10","41","2","1","35","98","9","2","5","81","0","16","0","0","0","18","4"
"*05u1m*","Nathan Collins","BRF","D","152","FA","@NOT Sun 1:00PM","10,600","113.31","4.36","99","73.3","98%","26","1,809","0","0","2","0","0","2","9","0","0","2","0","1","0","0","0","1","91","0","21","1","83","16","1","28","43","80","37","0","0","96","0","7","0","0","0","36","4"
"*043qy*","Lewis Cook","BOU","M","153","FA","@LIV Fri 7:00PM","7,800","111.8","3.99","55","129.7","67%","28","1,701","0","0","24","2","0","0","15","0","0","4","0","0","0","0","0","0","131","18","23","0","29","17","2","10","32","61","7","3","0","129","0","10","0","0","0","39","3"
"*061va*","Boubacar Kamara","AVL","M","154","FA","NEW Sat 11:30AM","6,000","111.61","4.65","7","340.9","5%","24","1,770","0","0","7","1","0","0","20","1","1","4","0","0","0","1","0","0","132","0","19","0","23","47","1","12","37","127","22","1","0","126","0","3","0","0","0","30","3"
"*0620k*","Nayef Aguerd","WHU","D","155","FA","@SUN Sat 2:00PM","2,000","111.05","6.17","0","-","1%","18","1,593","2","0","6","0","0","1","8","1","1","4","0","0","0","0","1","2","53","0","18","1","78","12","1","24","42","71","32","1","3","105","0","1","0","0","0","28","5"
"*04ylt*","Chris Mepham","BOU","D","156","FA","@LIV Fri 7:00PM","2,000","110.46","4.25","0","-","0%","26","2,195","0","0","4","0","0","0","4","0","0","7","0","0","0","0","0","0","57","0","30","0","146","10","6","27","49","108","53","0","0","85","0","2","0","0","2","52","5"
"*03rxs*","Harry Wilson","FUL","M","157","FA","@BHA Sat 2:00PM","5,700","110.41","3.81","88","105.6","87%","29","1,070","2","0","12","5","1","0","23","0","0","1","0","0","0","2","0","2","132","3","6","0","12","44","2","2","15","69","4","2","1","54","0","16","0","2","0","15","2"
"*051k7*","Reece James","CHE","D","158","FA","CRY Sun 1:00PM","6,000","109.75","6.86","100","89","98%","16","1,240","1","0","21","2","1","0","13","0","0","4","0","0","0","0","0","4","230","18","12","0","20","40","3","2","22","94","23","3","0","89","0","2","0","1","0","17","2"
"*05u7f*","Ibrahima Konate","LIV","D","159","FA","BOU Fri 7:00PM","8,700","108.8","6.04","94","104.1","98%","18","1,550","0","0","1","0","0","0","12","2","2","5","0","0","0","0","1","1","75","0","26","1","56","25","5","5","31","109","46","1","2","107","0","1","0","0","1","22","7"
"*061vk*","Jaidon Anthony","BUR","F","160","FA","@TOT Sat 2:00PM","2,000","108.12","3.6","49","138.1","53%","30","1,224","3","0","12","1","0","0","25","0","0","2","0","0","0","0","0","5","143","9","10","0","15","27","4","3","20","67","10","0","1","80","0","19","0","0","0","29","2"
"*04mup*","Trevoh Chalobah","CHE","D","161","FA","CRY Sun 1:00PM","7,600","105.86","4.23","22","178","25%","25","1,594","0","0","4","0","1","0","6","1","0","4","0","0","0","0","0","0","141","2","24","0","55","16","1","7","27","78","31","0","1","86","0","7","0","0","1","24","5"
"*068ym*","Enzo Fernandez","CHE","M","162","FA","CRY Sun 1:00PM","9,700","105.44","5.86","100","25.1","100%","18","1,547","0","0","20","2","0","0","25","1","0","3","0","0","0","1","0","1","320","1","16","0","11","39","1","2","29","91","7","3","0","118","0","0","0","0","0","25","3"
"*0328q*","Tom Cairney","FUL","M","163","FA","@BHA Sat 2:00PM","3,500","103.5","3.14","2","543.1","1%","33","945","2","0","12","1","0","0","23","0","0","2","0","0","0","0","0","0","230","8","5","0","3","31","0","3","9","56","8","3","0","76","0","27","0","1","0","13","1"
"*04tm0*","Lucas Digne","AVL","D","164","FA","NEW Sat 11:30AM","7,700","99.9","3.57","66","135.4","62%","28","1,483","1","0","18","0","0","0","16","0","0","5","0","0","0","2","1","2","143","19","18","0","39","26","6","5","17","82","26","2","0","86","1","10","0","0","1","25","3"
"*05n07*","Pedro Porro","TOT","D","165","FA","BUR Sat 2:00PM","9,200","98.14","6.54","100","36.3","100%","15","1,126","3","0","25","3","1","0","15","0","1","0","0","0","0","0","0","1","99","25","15","0","20","30","4","2","18","56","1","4","0","85","0","2","0","0","0","26","2"
"*068lx*","Dango Ouattara","BOU","M","166","FA","@LIV Fri 7:00PM","8,000","96.53","5.08","98","89.8","94%","19","1,234","1","0","18","3","0","0","39","1","0","1","0","0","0","1","0","8","85","10","13","0","29","46","0","3","18","104","30","4","3","64","0","4","0","0","0","23","1"
"*03ek4*","Patrick Bamford","LEE","F","167","FA","EVE Mon 7:00PM","2,000","96.22","3.44","0","-","1%","28","1,497","4","0","12","5","0","0","56","0","0","3","0","0","0","2","0","18","91","0","5","0","13","38","0","5","11","83","36","1","13","50","0","10","2","0","0","31","1"
"*04io4*","Richarlison","TOT","F","168","FA","BUR Sat 2:00PM","4,000","95.51","3.54","3","482.9","4%","27","980","1","0","16","5","1","0","40","0","0","3","0","0","0","0","0","9","82","5","5","0","9","34","1","1","17","73","18","1","4","52","0","15","0","2","0","18","3"
"*061xs*","Julio Enciso","BHA","M","169","FA","FUL Sat 2:00PM","5,200","95.39","4.77","9","340.9","6%","20","783","4","0","13","3","1","0","19","0","0","1","0","0","0","0","0","3","91","0","4","0","1","46","1","0","4","65","6","3","3","36","0","13","0","0","0","12","4"
"*02lv9*","James Milner","BHA","M","171","FA","FUL Sat 2:00PM","2,400","91.74","2.96","0","-","0%","31","866","0","0","13","1","0","0","19","0","0","2","0","0","0","0","0","0","149","11","12","0","12","26","3","2","18","65","13","2","0","64","0","24","0","0","0","12","3"
"*04ge9*","Eddie Nketiah","CRY","F","173","FA","@CHE Sun 1:00PM","4,000","91.29","3.04","10","327.6","8%","30","1,050","4","0","9","2","1","0","30","0","0","3","0","0","0","4","0","8","93","1","1","0","6","40","1","1","10","63","10","2","11","30","0","21","0","1","0","16","2"
"*05w91*","Hwang Hee-Chan","WOL","F","174","FA","MCI Sat 4:30PM","3,500","91.21","3.38","3","383.3","4%","27","1,106","3","0","10","2","0","0","25","0","0","1","0","0","0","0","0","1","73","2","5","0","4","32","1","2","11","59","7","1","0","45","0","15","0","0","0","18","3"
"*05opl*","Wesley Fofana","CHE","D","175","FA","CRY Sun 1:00PM","5,500","90.28","5.31","4","465.3","3%","17","1,361","1","0","2","0","1","1","12","0","2","4","0","0","0","0","1","1","107","1","29","0","37","35","1","11","31","104","35","0","1","77","0","3","0","0","0","24","2"
"*05raa*","Hugo Bueno","WOL","D","176","FA","MCI Sat 4:30PM","2,000","86.78","4.13","1","1133.4","2%","21","1,305","0","0","16","1","0","0","16","0","0","1","0","0","0","0","0","1","101","19","10","1","30","20","6","1","17","63","10","1","0","90","0","5","0","0","0","29","3"
"*05os4*","Rayan Ait-Nouri","MCI","D","177","FA","@WOL Sat 4:30PM","8,900","86.23","4.11","100","44.1","100%","21","1,053","1","0","7","0","0","0","28","0","0","4","0","0","0","2","1","3","109","6","9","0","24","39","4","0","20","86","14","1","0","61","0","12","0","0","1","18","4"
"*04o82*","Curtis Jones","LIV","M","178","FA","BOU Fri 7:00PM","5,900","85.98","4.78","7","396.6","6%","18","1,023","3","0","14","1","0","0","22","0","0","2","0","0","0","0","0","2","209","2","3","0","9","27","0","2","19","64","3","1","0","56","0","6","0","0","0","15","4"
"*02t1k*","Nathaniel Clyne","CRY","D","179","FA","@CHE Sun 1:00PM","2,400","85.87","3.9","0","-","0%","22","1,634","0","0","7","0","0","0","12","0","0","3","0","0","0","0","0","0","128","5","19","0","27","13","7","4","20","46","6","1","0","81","0","3","0","0","0","23","3"
"*05yg5*","Toti","WOL","D","180","FA","MCI Sat 4:30PM","7,800","85.78","5.05","8","333.4","9%","17","972","1","0","4","0","0","0","6","0","0","6","0","0","0","0","0","1","58","4","11","2","44","14","7","8","17","46","17","0","0","61","0","7","0","0","0","14","4"
"*062p5*","Levi Colwill","CHE","D","181","FA","CRY Sun 1:00PM","8,600","84.78","4.99","43","133.4","60%","17","1,216","0","0","7","2","0","1","7","1","0","1","0","0","0","0","0","0","102","0","15","0","37","11","0","3","10","64","45","1","3","74","0","4","0","0","0","21","3"
"*05tr5*","Mads Roerslev","BRF","D","182","FA","@NOT Sun 1:00PM","4,700","84.03","4.2","0","-","1%","20","1,096","0","0","8","0","0","0","14","0","0","0","0","0","0","0","0","0","47","5","9","1","32","6","6","5","17","36","8","3","0","48","0","8","0","0","0","12","5"
"*05ue7*","Frank Onyeka","BRF","M","183","FA","@NOT Sun 1:00PM","2,000","83.98","4","0","-","0%","21","827","0","0","7","3","0","0","11","0","0","0","0","0","0","0","0","2","63","0","10","0","16","37","0","3","17","63","7","1","3","50","0","13","0","0","0","11","3"
"*05n3v*","Konstantinos Tsimikas","LIV","D","184","FA","BOU Fri 7:00PM","5,100","82.61","4.13","0","-","2%","20","751","0","0","18","4","0","0","13","0","0","3","0","0","0","0","0","0","88","20","12","0","14","13","1","1","10","34","7","1","1","50","0","11","0","0","0","11","4"
"*05yct*","Nathan Patterson","EVE","D","185","FA","@LEE Mon 7:00PM","3,100","82.6","4.35","2","519.1","2%","19","1,270","0","0","6","0","0","0","22","0","0","3","0","0","0","0","0","1","100","4","15","0","36","24","9","4","28","83","10","1","2","80","0","5","0","0","0","22","2"
"*062h9*","Luis Sinisterra","BOU","F","186","FA","@LIV Fri 7:00PM","3,600","82.58","4.35","2","514.1","2%","19","857","5","0","9","0","1","0","16","0","0","1","1","1","0","0","1","5","113","2","8","0","2","31","0","1","15","70","18","0","2","65","0","6","0","0","0","23","0"
"*04mqv*","Emerson","WHU","D","187","FA","@SUN Sat 2:00PM","5,800","82.06","3.73","0","-","2%","22","1,313","1","1","13","0","0","1","10","0","0","2","0","0","0","0","0","0","130","7","15","0","29","21","7","4","18","65","18","0","0","66","0","6","0","0","0","28","2"
"*03yr0*","Daniel James","LEE","M","189","FA","EVE Mon 7:00PM","2,000","77.73","3.24","67","131.7","71%","24","785","2","1","8","1","2","0","13","0","0","0","0","0","0","1","0","2","71","6","3","0","6","26","1","1","8","42","1","3","0","42","0","17","0","1","0","18","1"
"*05tz8*","Emmanuel Dennis","NOT","F","190","FA","BRF Sun 1:00PM","2,000","77.07","4.06","0","-","0%","19","697","2","0","7","2","1","0","32","0","0","3","0","0","0","2","0","4","56","2","2","0","3","48","3","1","12","78","13","1","0","38","0","13","0","0","0","17","1"
"*0327r*","Michael Keane","EVE","D","191","FA","@LEE Mon 7:00PM","5,400","76.72","6.39","0","-","1%","12","981","1","0","3","2","0","0","6","1","0","0","0","0","0","1","2","0","50","1","14","1","55","8","0","7","11","82","67","2","2","62","0","2","0","0","0","22","2"
"*063q8*","Mikkel Damsgaard","BRF","M","192","FA","@NOT Sun 1:00PM","9,500","76.56","2.94","100","42.9","98%","26","956","0","0","11","0","0","0","15","0","0","4","0","0","0","1","0","0","98","4","10","0","10","20","4","2","23","61","10","4","4","70","0","17","0","0","0","14","3"
"*03gu4*","Harry Maguire","MUN","D","193","FA","ARS Sun 3:30PM","5,800","76.26","4.77","25","149.1","18%","16","757","0","0","1","0","0","0","1","0","0","4","0","0","0","0","0","0","49","0","13","1","41","6","0","11","17","39","25","0","0","55","0","8","0","0","0","7","5"
"*06804*","Benoit Badiashile","CHE","D","194","FA","CRY Sun 1:00PM","3,900","76.15","6.92","0","-","1%","11","903","1","0","3","0","0","0","2","1","0","2","0","0","0","1","0","0","53","0","16","0","33","7","1","2","10","56","35","1","1","76","0","1","0","0","0","9","4"
"*06329*","Manor Solomon","TOT","F","195","FA","BUR Sat 2:00PM","2,000","74.5","3.92","15","261","14%","19","547","4","0","6","0","0","0","13","0","0","0","0","0","0","0","0","2","77","1","5","0","2","23","1","0","12","47","3","0","0","46","0","15","0","0","0","11","0"
"*0687c*","Carlos Alcaraz","EVE","M","196","FA","@LEE Mon 7:00PM","5,200","73.4","4.08","98","87.5","96%","18","1,019","4","0","5","2","1","0","30","0","0","3","0","0","0","2","0","2","59","0","1","1","11","30","0","5","10","47","7","1","1","53","0","5","0","0","0","25","0"
"*04f6o*","Will Hughes","CRY","M","197","FA","@CHE Sun 1:00PM","6,000","72.79","2.7","3","512.7","2%","27","801","1","0","6","1","0","0","14","0","0","4","0","0","0","2","1","0","94","2","16","0","8","10","1","7","23","44","5","1","1","66","0","20","0","0","0","11","1"
"*067yz*","Matheus Cunha","MUN","F","198","FA","ARS Sun 3:30PM","10,900","68.99","4.06","100","9.4","100%","17","957","2","0","7","0","0","0","31","0","0","1","0","0","0","0","0","3","55","0","9","0","9","47","2","3","7","61","7","1","1","50","0","5","0","0","0","12","5"
"*056iy*","Pedro Neto","CHE","F","199","FA","CRY Sun 1:00PM","6,900","67.34","3.74","100","32.6","100%","18","960","0","1","20","2","0","0","29","0","0","1","0","0","0","1","0","2","123","14","4","0","3","33","1","1","7","44","0","4","1","51","0","5","0","1","0","15","5"
"*02m5b*","Chris Wood","NOT","F","200","FA","BRF Sun 1:00PM","9,000","66.73","2.67","100","67.2","99%","25","796","3","0","6","0","0","0","23","0","0","0","0","0","0","0","0","6","37","0","2","0","9","8","0","3","7","55","42","0","3","21","0","16","0","0","0","9","4"
"*04u6i*","Leander Dendoncker","AVL","M","201","FA","NEW Sat 11:30AM","2,000","65.85","2.74","0","-","0%","24","883","0","0","7","0","0","0","10","0","0","0","0","0","0","0","0","0","48","1","19","0","16","5","0","4","15","40","12","1","1","52","0","15","0","0","0","14","4"
"*0372y*","Matt Targett","NEW","D","202","FA","@AVL Sat 11:30AM","2,000","65.56","3.86","0","-","1%","17","590","0","0","10","0","0","0","5","0","0","1","0","0","0","0","0","0","67","7","9","1","13","5","3","3","13","29","11","1","0","46","0","11","0","0","0","6","3"
"*062x7*","Rico Lewis","MCI","D","203","FA","@WOL Sat 4:30PM","6,100","64.08","4.58","6","367","6%","14","897","0","0","12","0","0","0","7","1","0","1","0","0","0","0","0","0","138","3","6","0","12","26","1","4","13","42","0","2","0","43","0","4","0","0","0","8","2"
"*04sft*","Yves Bissouma","TOT","M","204","FA","BUR Sat 2:00PM","4,100","63.46","2.76","0","-","2%","23","986","0","0","8","0","0","0","16","0","0","6","0","0","0","0","0","1","123","1","12","0","10","17","0","6","19","39","6","1","0","68","0","13","0","0","0","20","1"
"*061z3*","Fabio Vieira","ARS","M","205","FA","@MUN Sun 3:30PM","2,000","63.39","2.88","0","-","1%","22","479","1","0","12","2","0","0","13","0","0","0","0","0","0","0","0","0","102","5","4","0","2","11","0","0","4","20","3","3","0","34","0","19","0","0","0","5","2"
"*04spw*","James Garner","EVE","M","206","FA","@LEE Mon 7:00PM","5,500","61.24","3.83","5","375.6","5%","16","788","0","0","7","1","0","0","11","0","0","3","0","0","0","1","0","1","71","5","12","0","13","17","0","1","14","45","12","0","1","68","0","9","0","0","0","13","2"
