"ID","Player","Team","Position","RkOv","Status","Opponent","Salary","FPts","FP/G","%D","ADP","Ros","GP","Min","G","A2","KP","AT","SOP","TLM","Tu","ErS","ErG","YC","SYC","RC","RCR","HB","Pen","Off","SFTP","AC","Int","CLO","CLR","CoSF","BC","BS","TkW+BS","DW","AER","BCC","BCM","BR","FKG","SBON","PKM","PKD","OG","GAO","CS"
"*04e1k*","Solly March","BHA","M","11","FA","FUL Sat 2:00PM","2,300","253.91","7.69","1","1147.2","2%","33","2,710","7","0","67","10","0","0","55","0","0","2","0","0","0","0","0","12","427","37","24","0","29","97","3","3","34","179","30","17","11","125","0","2","0","0","0","40","10"
"*04agz*","Declan Rice","ARS","M","12","FA","@MUN Sun 3:30PM","9,500","252.7","6.83","100","32.1","100%","37","3,271","4","0","37","3","1","0","28","0","0","5","0","0","0","0","0","1","491","10","63","0","55","46","3","15","53","162","37","3","1","334","0","1","1","0","0","50","9"
"*05ylj*","Bruno Guimaraes","NEW","M","13","FA","@AVL Sat 11:30AM","10,300","251.91","7.87","100","64.6","99%","32","2,725","4","1","42","5","2","0","46","1","0","7","0","0","0","1","0","1","477","2","36","0","19","128","3","4","44","225","19","2","3","233","0","0","0","0","0","25","12"
"*05nt6*","Eberechi Eze","CRY","M","14","FA","@CHE Sun 1:00PM","9,500","251.66","6.62","100","11.3","100%","38","2,620","10","0","57","5","0","0","71","0","0","3","0","0","0","0","0","4","362","24","13","0","8","128","2","0","24","189","19","6","1","180","0","8","0","1","0","35","9"
"*04e1e*","Ben White","ARS","D","15","FA","@MUN Sun 3:30PM","6,200","249.08","6.55","75","117.4","86%","38","3,052","2","1","26","5","0","0","27","1","0","5","0","0","0","0","0","1","568","15","22","0","75","38","4","11","42","131","33","6","0","155","0","2","0","0","0","35","15"
"*05nzu*","Gabriel Magalhaes","ARS","D","16","FA","@MUN Sun 3:30PM","9,000","248.59","6.54","100","67.9","100%","38","3,409","3","0","5","0","0","4","19","1","1","5","0","0","0","0","2","1","282","0","32","0","120","42","5","26","56","190","100","0","3","191","0","0","0","0","0","43","14"
"*02oq8*","James Ward-Prowse","WHU","M","17","FA","@SUN Sat 2:00PM","5,200","245.67","6.47","47","136.2","60%","38","3,371","9","2","74","4","1","0","26","0","0","6","0","0","0","1","0","0","455","70","55","0","45","26","3","10","47","135","44","9","2","222","3","0","2","0","1","72","4"
"*046c5*","Jarrod Bowen","WHU","F","18","FA","@SUN Sat 2:00PM","10,900","240.93","6.34","100","11.3","100%","38","3,228","6","0","48","9","2","0","70","0","0","2","0","0","0","4","1","10","209","29","36","0","18","105","7","9","25","178","34","9","5","152","0","2","1","3","0","50","9"
"*04qr9*","Morgan Gibbs-White","NOT","M","19","FA","BRF Sun 1:00PM","9,600","240.37","6.5","100","21.2","100%","37","3,149","5","2","67","12","1","0","94","0","0","6","0","0","0","1","0","6","328","38","15","0","11","81","7","4","19","168","59","9","5","161","0","1","0","0","0","61","8"
"*0435m*","Granit Xhaka","SUN","M","20","FA","WHU Sat 2:00PM","2,000","239.32","6.47","3","392.2","3%","37","2,991","7","0","47","8","1","0","35","1","0","5","0","0","0","1","0","5","500","5","15","0","41","55","4","10","37","126","37","6","3","152","0","1","0","0","0","35","13"
"*0554i*","Joelinton","NEW","M","21","FA","@AVL Sat 11:30AM","8,200","238.78","7.46","57","126.2","74%","32","2,656","6","0","26","5","3","0","72","0","0","12","0","0","0","0","1","1","332","4","48","0","38","87","1","7","56","223","66","4","4","198","0","2","0","1","0","26","11"
"*038ze*","Alex Iwobi","FUL","M","22","FA","@BHA Sat 2:00PM","8,900","238.23","6.27","100","33.4","100%","38","3,377","2","0","64","8","0","0","68","0","0","2","0","0","0","4","0","4","443","29","25","0","28","70","1","2","39","149","10","8","3","259","0","0","0","1","0","56","9"
"*05trb*","Bryan Mbeumo","MUN","F","23","FA","ARS Sun 3:30PM","12,600","235.26","6.19","100","11","100%","38","2,900","9","2","51","9","2","0","72","0","0","5","0","0","0","1","0","6","307","41","13","0","17","68","4","1","19","129","35","14","11","135","0","2","0","0","0","39","10"
"*0522h*","Alexis Mac Allister","LIV","M","24","FA","BOU Fri 7:00PM","9,400","234.33","6.7","100","65.1","100%","35","2,878","10","0","47","2","1","0","47","0","1","8","0","0","0","1","0","0","454","8","22","0","10","99","0","2","41","194","25","4","5","213","1","4","0","0","1","45","10"
"*04yey*","Max Kilman","WHU","D","25","FA","@SUN Sat 2:00PM","8,400","231.89","6.27","64","126.2","71%","37","3,307","0","0","4","1","1","0","15","0","1","3","0","0","0","0","0","0","160","2","19","3","163","31","1","42","62","153","86","0","2","219","0","0","0","0","0","56","11"
"*0520r*","Leandro Trossard","ARS","M","26","FA","@MUN Sun 3:30PM","8,500","229.22","6.37","73","120.5","84%","36","2,224","8","1","46","13","3","0","56","0","1","1","0","0","0","1","0","8","328","25","12","0","2","59","2","0","13","88","7","9","3","111","0","10","0","1","0","38","8"
"*02lsa*","Dan Burn","NEW","D","27","FA","@AVL Sat 11:30AM","9,200","228.63","6.02","96","100","97%","38","3,104","1","0","16","0","1","1","34","2","0","6","0","0","0","1","1","7","220","3","32","0","103","15","17","16","54","159","85","3","2","166","0","3","0","0","0","30","14"
"*05ocl*","Ollie Watkins","AVL","F","28","FA","NEW Sat 11:30AM","8,400","228.4","6.17","100","17.8","100%","37","3,123","15","0","31","8","2","0","82","0","0","4","0","0","0","0","0","18","183","3","10","1","39","57","0","4","17","146","70","4","20","59","0","1","1","1","0","40","13"
"*04p0d*","Dwight McNeil","EVE","M","29","FA","@LEE Mon 7:00PM","7,800","226.68","6.3","100","25.9","100%","36","2,485","7","0","49","5","0","0","53","0","0","5","0","0","0","0","0","1","211","50","31","1","32","74","9","7","48","152","14","11","1","175","0","8","0","1","0","46","5"
"*02lm7*","Jack Grealish","MCI","M","30","FA","@WOL Sat 4:30PM","4,400","224.13","8","69","131.2","78%","28","2,047","5","0","50","10","1","0","36","0","0","4","0","0","0","2","0","3","418","12","7","0","7","123","2","3","19","162","14","12","2","110","0","5","0","1","0","16","10"
"*05tqz*","Rico Henry","BRF","D","31","FA","@NOT Sun 1:00PM","2,400","223.54","6.04","2","374.7","2%","37","3,236","0","0","23","3","0","0","50","1","0","4","0","0","0","1","0","2","239","24","30","1","69","64","15","8","39","161","40","5","3","197","0","0","0","1","0","46","11"
"*05rb8*","Moises Caicedo","CHE","M","33","FA","CRY Sun 1:00PM","9,500","223.06","6.03","62","111.3","76%","37","3,134","1","0","43","1","1","0","39","2","1","10","0","0","0","0","0","0","496","8","56","0","25","82","6","7","57","219","37","3","0","248","0","3","0","0","0","47","10"
"*0414o*","James Maddison","TOT","M","34","FA","BUR Sat 2:00PM","9,000","222.9","7.43","100","56.2","100%","30","2,476","10","0","69","9","1","0","45","0","1","10","0","0","0","0","0","6","331","35","13","0","4","125","2","1","27","180","4","12","6","101","2","2","1","1","0","54","4"
"*03rzp*","Antonee Robinson","FUL","D","35","FA","@BHA Sat 2:00PM","10,200","222.66","6.36","100","33.3","100%","35","3,088","0","0","21","2","1","0","40","2","1","8","0","0","0","0","1","3","300","33","53","0","76","62","7","13","51","164","40","0","0","235","0","0","0","0","0","44","9"
"*051k3*","Jacob Ramsey","AVL","M","36","FA","NEW Sat 11:30AM","5,500","221.07","6.32","7","363.9","8%","35","2,628","6","0","42","8","0","0","62","0","0","5","0","0","0","0","1","2","242","4","23","1","29","77","5","8","47","162","16","8","4","141","0","4","0","0","1","33","11"
"*050jq*","Marc Guehi","CRY","D","37","FA","@CHE Sun 1:00PM","9,100","220.52","5.96","77","120.3","82%","37","3,328","1","0","10","0","0","2","17","2","1","8","0","0","0","0","0","0","182","0","45","0","132","54","2","24","51","160","54","1","1","241","0","0","0","0","1","46","9"
"*062a9*","Sven Botman","NEW","D","38","FA","@AVL Sat 11:30AM","4,800","220.31","6.12","19","204.9","18%","36","3,127","0","0","9","2","0","0","10","1","1","2","0","0","0","0","1","2","94","1","34","0","120","13","6","24","48","126","77","1","3","182","0","1","0","0","0","30","13"
"*02oq6*","Luke Shaw","MUN","D","40","FA","ARS Sun 3:30PM","2,500","218.85","7.06","0","-","3%","31","2,551","1","1","34","4","0","0","24","2","0","8","0","0","0","1","1","1","386","26","36","0","53","41","2","17","53","142","46","7","0","189","0","1","0","0","0","35","12"
"*05tr9*","Mathias Jensen","BRF","M","41","FA","@NOT Sun 1:00PM","4,500","218.52","5.91","0","-","2%","37","2,802","5","2","48","7","1","0","54","1","0","5","0","0","0","0","0","1","321","53","32","0","23","49","1","5","40","130","11","4","0","175","0","0","0","0","0","40","10"
"*03v9d*","Son Heung-Min","TOT","F","42","FA","BUR Sat 2:00PM","8,800","218.29","6.06","96","49.8","99%","36","2,882","10","2","61","6","3","0","64","0","0","2","0","0","0","3","0","18","300","31","13","0","4","69","2","2","14","102","9","8","9","109","0","3","0","0","0","55","9"
"*03rec*","Tyrone Mings","AVL","D","43","FA","NEW Sat 11:30AM","6,500","217.48","6.21","2","440.1","3%","35","3,150","1","0","5","3","0","0","8","0","2","7","0","0","0","0","0","3","151","1","54","3","158","28","5","21","28","104","62","2","2","174","0","0","0","1","1","40","12"
"*052ca*","Ezri Konsa","AVL","D","44","FA","NEW Sat 11:30AM","7,900","217.1","5.71","11","284.1","12%","38","3,322","0","0","8","0","0","0","15","3","0","6","0","0","0","0","0","0","97","2","26","1","114","69","6","23","43","166","57","2","1","164","0","1","0","0","0","45","12"
"*05oeh*","Kenny Tete","FUL","D","45","FA","@BHA Sat 2:00PM","6,800","215.42","6.95","64","137.8","64%","31","2,563","1","0","23","5","0","0","22","1","0","8","0","0","0","3","0","0","222","23","52","0","73","75","8","17","63","191","33","3","0","141","0","2","0","0","0","36","7"
"*05o4c*","Timothy Castagne","FUL","D","46","FA","@BHA Sat 2:00PM","6,000","215.18","5.82","0","-","2%","37","3,253","2","1","22","4","0","0","32","0","0","3","0","0","0","1","2","6","274","15","43","0","94","26","16","13","57","168","55","6","2","202","0","1","0","0","0","63","8"
"*05tr1*","Ethan Pinnock","BRF","D","47","FA","@NOT Sun 1:00PM","6,600","212.84","7.09","14","237.3","13%","30","2,700","3","1","8","0","0","2","6","0","2","0","0","0","0","1","0","0","78","3","35","0","214","12","1","31","59","169","105","0","3","123","0","0","0","0","1","34","10"
"*03gu5*","Andrew Robertson","LIV","D","48","FA","BOU Fri 7:00PM","6,700","211.86","6.23","21","193.7","19%","34","2,575","0","1","52","8","0","0","31","3","0","3","0","0","0","1","0","7","352","55","18","0","43","27","7","5","26","87","22","11","1","174","0","5","0","0","0","34","9"
"*04abb*","Phil Foden","MCI","M","49","FA","@WOL Sat 4:30PM","6,900","209.43","6.54","100","27.5","100%","32","1,823","11","1","43","7","1","0","34","0","0","1","0","0","0","1","0","6","399","27","5","0","11","69","1","2","12","104","19","7","3","91","0","10","0","1","0","16","5"
"*062ci*","Kaoru Mitoma","BHA","M","50","FA","FUL Sat 2:00PM","8,300","208.69","6.32","100","29.5","100%","33","2,300","7","0","41","9","2","0","60","0","0","0","0","0","0","6","0","6","348","3","17","0","5","86","5","0","27","148","18","9","12","120","0","9","0","1","0","35","8"
"*04e1c*","Lewis Dunk","BHA","D","51","FA","FUL Sat 2:00PM","5,500","208.48","5.79","5","397.6","4%","36","3,238","1","0","9","1","0","1","13","1","0","4","0","0","0","3","4","1","234","1","34","1","81","31","0","27","46","129","69","1","2","253","0","0","0","0","1","50","12"
"*0435t*","Ilkay Gundogan","MCI","M","52","FA","@WOL Sat 4:30PM","7,400","208.35","6.72","4","441.4","6%","31","2,343","8","2","37","6","2","0","28","0","0","0","0","0","0","0","0","6","433","10","20","0","12","41","1","3","21","90","20","6","9","155","1","4","1","2","0","20","10"
"*04spq*","Jack Harrison","LEE","M","54","FA","EVE Mon 7:00PM","5,900","206.99","5.75","17","251.2","16%","36","2,701","5","0","55","8","1","0","92","0","0","2","0","0","0","1","0","3","309","47","22","0","22","85","3","2","19","131","5","9","4","174","0","2","0","0","0","55","6"
"*051k0*","John McGinn","AVL","M","55","FA","NEW Sat 11:30AM","6,500","205.75","6.05","18","232.8","20%","34","2,683","1","1","18","5","1","0","58","0","0","7","0","0","0","1","0","0","263","13","24","0","15","111","4","4","40","199","22","6","2","176","0","4","0","2","0","31","10"
"*03vlj*","Virgil van Dijk","LIV","D","56","FA","BOU Fri 7:00PM","10,400","205.35","6.42","100","39.5","100%","32","2,835","3","0","7","1","0","0","7","1","1","3","0","0","0","1","1","3","200","0","31","1","135","5","3","16","30","130","98","1","4","168","0","0","0","0","0","36","11"
"*045c8*","Gabriel Jesus","ARS","F","57","FA","@MUN Sun 3:30PM","4,500","204.22","7.85","0","-","2%","26","2,059","11","1","31","7","2","0","88","1","0","6","0","0","0","2","0","16","233","2","11","0","13","101","2","3","28","178","45","6","16","79","0","2","0","2","0","23","9"
"*04ge6*","Joe Willock","NEW","M","58","FA","@AVL Sat 11:30AM","4,000","200.02","5.71","2","541.1","1%","35","2,550","3","0","40","7","0","0","65","0","0","1","0","0","0","0","0","3","329","13","25","0","15","60","2","8","38","127","16","12","8","136","0","4","0","0","0","26","12"
"*04tzt*","Jefferson Lerma","CRY","M","59","FA","@CHE Sun 1:00PM","6,200","199.96","5.4","2","462.1","3%","37","3,252","5","0","18","0","0","0","24","1","0","7","0","0","0","1","2","2","299","2","47","1","88","46","3","15","45","158","62","4","3","260","0","0","0","0","1","67","7"
"*051kl*","Emiliano Buendia","AVL","M","60","FA","NEW Sat 11:30AM","2,100","199.76","5.26","2","1094.4","1%","38","2,393","5","1","41","3","4","0","63","0","0","0","0","0","0","3","0","1","310","1","20","0","13","72","4","2","25","146","23","8","1","138","0","11","0","0","0","34","11"
"*05gcp*","Tomas Soucek","WHU","M","61","FA","@SUN Sat 2:00PM","7,900","198.21","5.51","57","142.1","61%","36","2,807","2","0","15","4","1","0","23","2","1","3","0","0","0","5","0","2","164","7","53","0","68","18","3","17","54","209","114","3","2","143","0","4","0","0","0","42","8"
"*04f67*","Philip Billing","BOU","M","62","FA","@LIV Fri 7:00PM","2,900","197.66","5.49","0","-","1%","36","2,759","7","0","26","2","1","0","42","0","1","5","0","0","0","0","0","3","241","7","31","0","50","61","8","8","44","176","52","5","3","146","0","2","0","0","0","54","9"
"*063zi*","Matheus Nunes","MCI","D","63","FA","@WOL Sat 4:30PM","7,600","196.44","5.78","95","108.9","96%","34","2,455","1","1","27","1","1","0","41","1","1","2","0","0","0","1","1","2","218","9","16","0","32","93","3","4","47","182","22","2","3","154","0","4","0","0","0","38","11"
"*03fgo*","Dominic Solanke","TOT","F","64","FA","BUR Sat 2:00PM","7,400","196.12","5.94","100","37.3","100%","33","2,854","6","0","21","10","1","0","134","0","0","2","0","0","0","3","0","11","133","1","6","0","43","98","3","7","16","165","52","6","5","87","0","1","0","0","0","52","8"
"*03jly*","Andreas Pereira","FUL","M","66","FA","@BHA Sat 2:00PM","6,200","192.34","5.83","30","149.2","34%","33","2,688","4","1","60","10","4","0","52","0","0","8","0","0","0","1","1","2","266","67","6","0","8","48","0","3","12","75","9","7","4","117","0","0","0","0","0","40","8"
"*0642l*","Casemiro","MUN","M","67","FA","ARS Sun 3:30PM","6,600","191.93","6.85","6","348.3","5%","28","2,116","4","1","28","3","1","0","18","0","0","7","0","2","0","0","1","1","272","4","34","0","60","33","4","11","57","178","56","7","2","205","0","4","0","0","0","21","11"
"*05os8*","Joachim Andersen","FUL","D","68","FA","@BHA Sat 2:00PM","7,700","191.75","5.99","12","293.8","13%","32","2,782","1","0","12","0","0","0","8","0","0","8","0","0","0","0","0","2","202","1","24","1","187","21","1","13","35","150","87","2","2","180","0","0","0","0","2","37","8"
"*05akv*","Tyrick Mitchell","CRY","D","69","FA","@CHE Sun 1:00PM","9,200","184.23","5.12","98","95.6","95%","36","2,887","0","0","15","2","0","0","35","0","0","5","0","1","0","0","1","2","223","12","42","0","66","27","12","11","60","123","25","2","1","186","0","2","0","0","0","38","8"
"*0558w*","William Saliba","ARS","D","70","FA","@MUN Sun 3:30PM","8,900","181.72","6.73","89","86.4","98%","27","2,415","2","0","6","1","0","0","15","3","1","4","0","0","0","1","2","0","154","1","19","0","82","22","3","10","30","109","53","1","1","206","0","0","0","0","1","25","12"
"*03rxa*","Idrissa Gueye","EVE","M","71","FA","@LEE Mon 7:00PM","8,200","181.69","5.51","9","315.9","11%","33","2,575","0","0","12","1","0","0","31","0","3","7","0","0","0","0","1","0","218","0","56","0","31","69","3","12","69","193","27","1","0","266","0","1","0","0","0","45","8"
"*043c1*","Oleksandr Zinchenko","ARS","D","73","FA","@MUN Sun 3:30PM","4,400","178.58","6.61","0","1173.4","2%","27","2,114","1","1","19","2","0","0","16","2","0","3","0","0","0","0","0","1","525","7","22","0","31","26","7","2","20","117","51","2","1","163","0","1","0","0","0","28","10"
"*0647t*","Lucas Paqueta","WHU","M","74","FA","@SUN Sat 2:00PM","7,000","177.73","6.35","53","133.3","64%","28","2,149","4","0","32","5","1","0","48","0","0","5","0","0","0","2","0","1","280","4","16","0","31","63","0","4","57","170","36","3","3","144","0","1","0","2","0","39","6"
"*04yo7*","Youri Tielemans","AVL","M","75","FA","NEW Sat 11:30AM","9,700","177.65","5.73","100","49","100%","31","2,335","3","0","30","3","2","0","33","0","1","4","0","0","0","1","0","1","320","12","28","0","24","51","0","8","47","143","26","10","1","195","0","4","1","0","0","49","6"
"*05ybq*","Vitalii Mykolenko","EVE","D","76","FA","@LEE Mon 7:00PM","9,200","176.72","5.2","100","84.9","98%","34","2,652","0","0","19","1","0","0","32","0","0","4","0","0","0","0","0","0","201","14","46","1","89","32","10","16","50","115","26","1","1","150","0","4","0","0","0","46","7"
"*062ot*","Cheick Doucoure","CRY","M","77","FA","@CHE Sun 1:00PM","3,500","176.05","5.18","2","423.1","2%","34","2,767","0","0","26","3","0","0","28","0","0","9","1","1","0","1","0","0","237","2","56","1","47","28","1","13","59","135","30","3","0","220","0","0","0","0","0","41","7"
"*04fk6*","Bernardo Silva","MCI","M","78","FA","@WOL Sat 4:30PM","8,100","176.02","5.18","90","99.7","96%","34","2,185","4","1","31","6","0","0","30","0","0","5","0","0","0","2","0","2","419","13","16","0","6","43","0","6","29","91","4","6","1","122","0","10","0","1","0","24","7"
"*063hu*","Amadou Onana","AVL","M","79","FA","NEW Sat 11:30AM","6,000","173.54","5.26","7","332.3","6%","33","2,479","1","0","22","3","0","0","49","0","0","9","0","0","0","1","0","2","182","0","37","0","37","67","2","6","49","199","60","2","4","150","0","4","0","0","0","37","9"
"*04qfz*","Diogo Dalot","MUN","D","80","FA","ARS Sun 3:30PM","8,500","173.13","6.66","64","137.5","53%","26","2,150","1","0","29","2","1","0","18","2","0","6","0","0","0","0","0","0","236","14","37","1","52","24","3","7","48","117","39","1","2","152","0","2","0","0","0","34","10"
"*037mt*","Harrison Reed","FUL","M","81","FA","@BHA Sat 2:00PM","2,000","171.73","4.64","0","-","1%","37","2,858","3","0","35","4","0","0","44","0","0","5","0","0","0","2","0","4","289","13","19","0","30","31","6","12","39","104","30","3","2","160","0","2","0","0","1","44","9"
"*04abn*","Harvey Barnes","NEW","M","82","FA","@AVL Sat 11:30AM","6,900","171.18","5.03","82","112.4","89%","34","2,707","13","0","19","2","0","0","75","0","0","3","0","0","0","2","0","9","253","7","8","0","10","64","2","1","15","119","29","5","8","101","0","2","0","0","0","51","6"
"*05mxa*","Joel Veltman","BHA","D","83","FA","FUL Sat 2:00PM","6,400","171.14","5.52","0","-","1%","31","2,179","1","0","10","1","0","0","20","0","0","6","0","0","0","1","1","0","287","6","19","0","49","43","2","8","40","131","26","2","0","125","0","6","0","0","0","29","10"
"*05ojg*","Nelson Semedo","WOL","D","84","FA","MCI Sat 4:30PM","7,800","171.13","4.75","25","150.2","18%","36","2,624","0","0","11","1","0","0","42","2","0","11","0","1","0","2","0","0","255","8","29","0","76","57","7","15","57","158","30","0","2","167","0","5","0","0","0","42","8"
"*04ug0*","Sean Longstaff","LEE","M","85","FA","EVE Mon 7:00PM","3,600","170.33","5.16","4","364.9","5%","33","2,507","1","0","23","5","0","0","37","0","0","2","0","0","0","4","0","5","288","8","16","0","22","47","1","8","29","112","24","6","5","141","0","5","0","0","0","18","13"
"*061ya*","Brennan Johnson","TOT","F","86","FA","BUR Sat 2:00PM","7,800","169.51","4.46","100","82.2","98%","38","2,923","8","1","28","5","2","0","76","1","0","6","0","0","0","0","0","18","125","10","5","0","4","54","3","1","21","106","18","4","7","89","0","5","2","1","0","54","7"
"*02oo1*","Ben Davies","TOT","D","89","FA","BUR Sat 2:00PM","5,900","166.8","5.38","0","-","1%","31","2,279","2","0","20","3","0","0","11","0","0","4","0","0","0","0","0","1","174","8","18","0","67","22","5","8","19","120","70","4","0","84","0","5","0","0","0","33","9"
"*05uoc*","Cristian Romero","TOT","D","90","FA","BUR Sat 2:00PM","6,400","165.95","6.15","90","105.3","93%","27","2,362","0","0","8","2","2","1","19","2","1","9","1","1","0","0","1","0","147","0","44","0","97","25","5","18","54","150","57","2","1","173","0","1","0","1","0","41","8"
"*062pl*","Lisandro Martinez","MUN","D","91","FA","ARS Sun 3:30PM","7,000","165.44","6.13","5","367.8","6%","27","2,110","1","0","6","0","1","0","11","0","0","6","0","0","0","1","0","0","123","0","33","0","97","24","6","27","55","110","32","0","1","164","0","3","0","0","0","33","9"
"*061vp*","Brenden Aaronson","LEE","M","92","FA","EVE Mon 7:00PM","2,000","161.29","4.48","14","259.3","11%","36","2,357","1","1","46","4","4","0","71","0","1","2","0","0","0","1","0","6","270","19","5","0","6","89","0","3","21","142","8","5","2","128","0","8","0","0","0","58","5"
"*05tre*","Vitaly Janelt","BRF","M","94","FA","@NOT Sun 1:00PM","5,800","158.48","4.53","0","-","2%","35","2,188","3","0","16","1","0","0","18","0","0","3","0","0","0","3","0","2","189","8","29","0","23","30","3","9","36","116","33","2","0","159","0","11","0","0","0","28","8"
"*05gcc*","Kiernan Dewsbury-Hall","CHE","M","95","FA","CRY Sun 1:00PM","2,800","158.38","5.11","1","1119.2","2%","31","2,302","2","0","39","3","0","0","73","0","0","3","1","1","0","4","0","1","298","9","28","0","21","75","0","13","42","143","15","3","3","149","0","3","0","0","0","40","7"
"*05ylx*","Dejan Kulusevski","TOT","M","96","FA","BUR Sat 2:00PM","7,800","158.16","5.27","93","69.3","96%","30","2,051","2","0","47","7","0","0","78","0","0","2","0","0","0","3","1","3","238","17","13","0","7","75","0","0","15","116","4","7","1","145","0","7","0","0","0","40","8"
"*05o6h*","Kai Havertz","ARS","F","97","FA","@MUN Sun 3:30PM","7,200","155.8","4.45","98","58","98%","35","2,560","7","0","38","1","1","0","79","0","0","5","0","0","0","6","0","28","330","3","7","0","39","42","2","0","16","155","79","5","14","81","0","5","0","0","0","31","9"
"*03zsq*","Kyle Walker-Peters","WHU","D","98","FA","@SUN Sat 2:00PM","6,600","155.75","5.02","10","293.3","9%","31","2,647","1","0","15","0","1","1","39","0","0","4","0","0","0","2","1","1","277","11","27","1","41","90","11","8","40","167","16","2","0","156","0","1","0","0","0","58","3"
"*02lk5*","Jordan Henderson","BRF","M","100","FA","@NOT Sun 1:00PM","2,000","150.07","4.29","7","350.7","5%","35","2,049","0","0","31","3","1","0","18","0","1","2","0","0","0","1","0","3","403","15","21","0","12","21","4","3","26","64","11","7","0","163","0","12","0","0","0","30","8"
"*05tr8*","Christian Norgaard","ARS","M","101","FA","@MUN Sun 3:30PM","8,600","150.04","6.82","41","153","41%","22","1,761","1","0","12","6","1","0","14","2","0","6","0","0","0","0","0","0","129","2","34","0","40","28","1","9","39","98","18","4","0","165","0","1","0","1","0","23","6"
"*0649j*","Manuel Akanji","MCI","D","102","FA","@WOL Sat 4:30PM","6,100","149.95","5.17","7","349.3","8%","29","2,282","0","0","7","1","0","0","12","0","0","2","0","0","0","0","0","0","237","1","16","1","30","18","3","9","34","77","24","0","2","136","0","5","0","0","0","23","7"
"*0639x*","Marcus Tavernier","BOU","M","103","FA","@LIV Fri 7:00PM","8,100","147.52","6.41","99","69.3","94%","23","1,737","5","0","19","4","0","0","46","0","0","1","0","0","0","1","0","4","156","21","9","0","17","73","6","4","26","123","17","4","1","124","0","4","0","0","0","37","5"
"*05a6e*","Neco Williams","NOT","D","104","FA","BRF Sun 1:00PM","8,900","146.98","4.74","87","99.9","96%","31","1,860","1","0","15","1","0","1","31","0","0","7","0","0","0","2","0","2","76","18","33","3","37","46","11","8","55","135","17","3","1","127","0","11","0","1","0","41","4"
